type,price,price_per_sqm,area,rooms,living_area,kitchen_area,gas,material,build_year,build_series_category,published,updated,level,levels,rubbish_chute,enterances,build_overlap,build_walls,heating,areaRating,city,remoute_from_center,agencyName,longitude,latitude
Многоквартирный дом,77000.0,1481.0,52.0,2,30.0,9.0,Да,кирпич,1977.0,brick_series,2022-02-04,2022-02-04,10,12,Есть,1,Железобетонные,Кирпич,центральное,3.8417494,Москва,3.19696675169525,Катерина,37.577283,55.77116
Квартира,50000.0,694.0,72.0,2,34.1,21.0,unknown,панель,,unknown,2022-02-04,2022-02-04,5,15,0,0,0,0,0,3.713212,Москва,17.602100913689092,ПИК-Аренда,37.348976,55.801404000000005
Квартира,39500.0,1106.0,35.7,1,10.0,17.0,unknown,панель,,unknown,2022-02-04,2022-02-04,7,9,0,0,0,0,0,3.838890600000001,Москва,24.69778293106678,ПИК-Аренда,37.478917,55.54428000000001
Многоквартирный дом,65000.0,929.0,70.0,2,,15.0,Нет,монолит,2017.0,brick_series,2022-02-01,2022-02-05,12,15,Есть,4,Железобетонные,0,"автономная котельная (крышная, встроенно-пристроенная)",3.9152746,Москва,16.339191518610257,Надежда,37.411526,55.661308
Квартира,37000.0,2313.0,16.0,0,,,unknown,кирпич,,unknown,2022-02-07,2022-02-07,3,8,0,0,0,0,0,3.4466638999999994,Москва,7.922715073071297,Анна,37.721301,55.713441
Квартира,260000.0,3250.0,80.0,3,58.0,22.0,unknown,монолит,,unknown,2022-02-04,2022-02-04,7,23,0,0,0,0,0,3.8417494,Москва,5.696523730587328,Лариса,37.52491,55.754284
Многоквартирный дом,350000.0,1556.0,225.0,4,115.0,20.0,Нет,кирпич,1933.0,brick_series,2022-02-05,2022-02-10,9,12,Есть,24,Железобетонные,Кирпич,центральное,3.838890600000001,Москва,0.8790861631597089,Parus Estate,37.613072,55.74445
Многоквартирный дом,95000.0,1267.0,75.0,3,,10.0,Нет,панель,1985.0,panel_series,2021-11-24,2022-02-10,6,17,Есть,3,Железобетонные,Железобетон,центральное,4.127402,Москва,5.931695796772705,Степанов Максим,37.53199,55.777089
Квартира,590000.0,1761.0,335.0,5,200.0,20.0,unknown,монолит,,unknown,2020-10-08,2022-02-10,4,4,0,0,0,0,0,3.838890600000001,Москва,1.6322847333822612,Общество с ограниченной ответственностью «НИКА ЭСТЭЙТ»,37.589662,55.750955000000005
Квартира,290900.0,2719.0,107.0,0,70.0,15.0,unknown,монолит,,unknown,2022-02-04,2022-02-04,52,75,0,0,0,0,0,3.8417494,Москва,4.778232519257759,Premium Realty,37.539527,55.750484
Квартира,349000.0,2983.0,117.0,0,70.0,15.0,unknown,монолит,,unknown,2022-02-04,2022-02-04,53,75,0,0,0,0,0,3.8417494,Москва,4.778232519257759,Premium Realty,37.539527,55.750484
Многоквартирный дом,60000.0,1277.0,47.0,1,21.0,9.0,Да,кирпич,1932.0,other_series,2022-02-03,2022-02-10,5,6,Есть,6,Железобетонные,Кирпич,центральное,3.6019816,Москва,4.619263763825571,Capital Mars,37.576079,55.787234
Многоквартирный дом,60000.0,1091.0,55.0,3,35.0,8.0,Да,панель,1974.0,panel_series,2022-02-03,2022-02-10,4,9,Есть,8,Железобетонные,Панельные,центральное,3.7452233,Москва,17.129303280703922,Capital Mars,37.713683,55.608704
Многоквартирный дом,65000.0,650.0,100.0,4,60.0,12.0,Нет,монолит,1993.0,other_series,2022-02-08,2022-02-08,11,22,Есть,3,Железобетонные,Панельные,центральное,4.066966000000001,Москва,15.197373748745006,частное лицо,37.703152,55.625004
Многоквартирный дом,63000.0,1658.0,38.0,1,18.0,10.0,Да,кирпич,1959.0,brick_series,2022-02-06,2022-02-10,9,10,Есть,2,Железобетонные,Кирпич,центральное,3.9223604,Москва,4.186423350560162,DOORS AGENCY,37.582251,55.719652
Многоквартирный дом,125000.0,1667.0,75.0,3,,14.0,Да,панель,1967.0,brick_series,2022-01-10,2022-02-10,10,14,Есть,1,Железобетонные,Кирпич,центральное,3.7627811,Москва,2.1041778093754515,Только Недвижимость,37.634003,55.736442
Многоквартирный дом,70000.0,854.0,82.0,3,55.0,10.0,Да,кирпич,1958.0,brick_series,2022-02-07,2022-02-10,5,8,Есть,4,Железобетонные,Кирпич,центральное,3.7972434,Москва,7.387828389694879,Гранд Сервис Недвижимость,37.728996,55.769886
Многоквартирный дом,185000.0,2569.0,72.0,3,53.0,9.0,Нет,монолит,2018.0,other_series,2022-02-03,2022-02-03,6,18,Есть,10,Железобетонные,Смешанные,центральное,3.6019816,Москва,4.869280233154379,Юлия,37.562668,55.784214
Квартира,60000.0,1000.0,60.0,2,,24.0,unknown,панель,,unknown,2022-01-06,2022-02-07,16,16,0,0,0,0,0,3.2261912999999995,Москва,12.32820034101904,Алексей,37.729646,55.662156
Квартира,270000.0,2250.0,120.0,3,,,unknown,монолит,,unknown,2021-12-09,2022-02-09,65,76,0,0,0,0,0,3.8417494,Москва,5.039860955280124,MС REALTY,37.535305,55.751583
Многоквартирный дом,70000.0,933.0,75.0,3,44.0,10.0,Нет,панель,1994.0,panel_series,2022-02-02,2022-02-10,8,17,Есть,4,Железобетонные,Панельные,центральное,4.2612476,Москва,20.343742846327064,Capital Mars,37.343937,55.852122
Многоквартирный дом,280000.0,1892.0,148.0,4,80.0,20.0,Да,кирпич,1999.0,brick_series,2022-02-02,2022-02-10,18,22,Нет,1,Железобетонные,Блочные,центральное,3.8112602,Москва,8.145466292260217,Capital Mars,37.489868,55.77038
Многоквартирный дом,80000.0,1333.0,60.0,2,30.0,15.0,Нет,панель,2018.0,other_series,2022-02-02,2022-02-10,9,20,Есть,11,Железобетонные,Монолитные,центральное,3.7452233,Москва,18.31431756006048,Capital Mars,37.724723,55.599728000000006
Квартира,320000.0,2667.0,120.0,2,,,unknown,монолит,,unknown,2021-12-09,2022-02-09,45,80,0,0,0,0,0,3.8417494,Москва,4.778169777899502,MС REALTY,37.539528,55.750484
Квартира,50000.0,1316.0,38.0,1,17.0,10.0,unknown,монолит,,unknown,2021-03-15,2022-02-10,18,33,0,0,0,0,0,3.5705934,Москва,11.029849916309882,УЮТ-НЕДВИЖИМОСТЬ,37.760639190674,55.808158874512
Многоквартирный дом,30000.0,1250.0,24.0,0,16.0,4.0,unknown,панель,2018.0,brick_series,2022-02-04,2022-02-08,12,25,0,6,0,Не заполнено,0,3.838890600000001,Москва,25.277849779140755,Ксения,37.5917927156275,55.5255756826072
Многоквартирный дом,68000.0,1172.0,58.0,2,34.0,10.0,Да,монолит,2015.0,brick_series,2022-02-09,2022-02-10,25,37,Есть,2,Железобетонные,Монолитные,центральное,3.9281836,Москва,15.227981828509506,Сити,37.467644,55.860696
Многоквартирный дом,140000.0,1167.0,120.0,3,,,Нет,монолит,2008.0,brick_series,2022-01-10,2022-02-10,21,34,Есть,9,Железобетонные,Монолитные,центральное,3.7451115,Москва,7.457672885327898,Penny Lane Realty,37.545995,55.80653
Квартира,85000.0,2125.0,40.0,0,34.0,,unknown,кирпич,,unknown,2022-01-06,2022-02-07,3,5,0,0,0,0,0,4.127402,Москва,5.752596661424397,Павел,37.536077,55.77794
Многоквартирный дом,140000.0,2333.0,60.0,2,,,Да,кирпич,1961.0,brick_series,2021-05-11,2022-02-09,6,11,Есть,7,Железобетонные,Кирпич,центральное,3.873555,Москва,2.295418263178385,Eliteflate,37.608949,55.772497
Многоквартирный дом,30000.0,857.0,35.0,1,,,Да,панель,1969.0,panel_series,2021-12-27,2022-02-07,8,12,Есть,1,Железобетонные,Блочные,центральное,3.6790495,Москва,12.824704968108572,Global PRO,37.809515000000005,55.716275
Многоквартирный дом,130000.0,2031.0,64.0,1,40.0,8.0,Да,кирпич,1905.0,brick_series,2022-02-02,2022-02-10,4,5,Есть,2,Железобетонные,Кирпич,центральное,3.838890600000001,Москва,2.212497469383882,Capital Mars,37.629206,55.770542000000006
Квартира,70000.0,1750.0,40.0,1,30.0,10.0,unknown,монолит,,unknown,2022-01-17,2022-02-05,4,19,0,0,0,0,0,3.8178966,Москва,13.914552660969823,Гульфина,37.430471,55.821082
Многоквартирный дом,55000.0,1019.0,54.0,2,33.0,9.0,Нет,панель,1979.0,panel_series,2022-02-05,2022-02-05,11,16,Есть,3,Железобетонные,Железобетон,центральное,4.2075477,Москва,12.860479143643138,Екатерина,37.46428010685371,55.6744458742429
Многоквартирный дом,55000.0,705.0,78.0,3,48.0,10.0,Нет,панель,1988.0,panel_series,2021-11-23,2022-02-08,5,17,Есть,2,Железобетонные,Панельные,центральное,4.066966000000001,Москва,15.385855093658064,Елена,37.700154,55.622553
Многоквартирный дом,56000.0,902.0,62.1,3,39.0,8.1,Нет,панель,1981.0,panel_series,2022-02-04,2022-02-06,6,12,Есть,4,Железобетонные,Железобетон,центральное,3.9125447,Москва,16.076074103135667,Юлия,37.633985,55.896236
Многоквартирный дом,40000.0,784.0,51.0,2,34.0,9.0,Да,панель,1974.0,other_series,2022-02-04,2022-02-10,3,14,Есть,1,Железобетонные,Блочные,центральное,3.7371826,Москва,16.490170569685443,Роман,37.587308,55.604971
Квартира,230000.0,2421.0,95.0,2,,,unknown,монолит,,unknown,2021-12-10,2022-02-09,27,80,0,0,0,0,0,3.8417494,Москва,5.125421451780605,MС REALTY,37.534092,55.749382
Квартира,390000.0,1733.0,225.0,3,,,unknown,монолит,,unknown,2020-08-25,2022-02-10,24,76,0,0,0,0,0,3.8417494,Москва,4.836237878789876,MС REALTY,37.539078,55.747115
Многоквартирный дом,45000.0,1125.0,40.0,1,18.5,10.0,Нет,монолит,2012.0,brick_series,2022-02-07,2022-02-07,2,14,Нет,1,Железобетонные,Монолитные,центральное,3.6939907,Москва,10.281609774793012,АРМАТА,37.745906,55.696397
Квартира,400000.0,2000.0,200.0,3,,,unknown,монолит,,unknown,2021-12-09,2022-02-09,50,80,0,0,0,0,0,3.8417494,Москва,5.125421451780605,MС REALTY,37.534092,55.749382
Квартира,210000.0,2333.0,90.0,2,,,unknown,монолит,,unknown,2020-08-24,2022-02-10,23,85,0,0,0,0,0,3.8417494,Москва,5.125435314782871,MС REALTY,37.534092,55.74938
Многоквартирный дом,50000.0,962.0,52.0,2,30.0,10.0,Нет,панель,2002.0,panel_series,2020-07-13,2022-02-07,14,14,Есть,3,Железобетонные,Панельные,центральное,3.903643,Москва,14.573184371473578,Сергей,37.725128000000005,55.636880000000005
Квартира,220000.0,2821.0,78.0,2,,,unknown,монолит,,unknown,2021-12-09,2022-02-09,40,80,0,0,0,0,0,3.8417494,Москва,5.039860955280124,MС REALTY,37.535305,55.751583
Многоквартирный дом,37000.0,1028.0,36.0,1,19.0,10.0,Да,блоки,1967.0,panel_series,2021-09-20,2022-02-10,10,12,Есть,1,Железобетонные,Блочные,центральное,3.7237616,Москва,9.869392013285632,Capital Mars,37.771768,55.742488
Многоквартирный дом,55000.0,1528.0,36.0,2,26.0,6.0,Да,кирпич,1968.0,panel_series,2022-02-05,2022-02-06,7,12,Есть,1,Железобетонные,Блочные,центральное,3.4154193,Москва,5.738360485546198,AS-Homе,37.702988,55.737244
Квартира,399000.0,1995.0,200.0,3,,,unknown,монолит,,unknown,2020-08-12,2022-02-09,35,86,0,0,0,0,0,3.8417494,Москва,4.8359752924878086,MС REALTY,37.539082,55.747116000000005
Многоквартирный дом,165000.0,1500.0,110.0,3,61.0,15.0,Нет,монолит,1996.0,brick_series,2020-05-21,2022-02-10,5,8,Есть,1,Железобетонные,Монолитные,центральное,3.838890600000001,Москва,1.6224837687192206,Виталий Александрович,37.615955,55.737649
Многоквартирный дом,89000.0,1187.0,75.0,4,50.0,9.0,Да,кирпич,1956.0,brick_series,2022-02-03,2022-02-10,7,8,Есть,6,Железобетонные,Кирпич,центральное,4.048221,Москва,8.420319026984117,Capital Mars,37.539221000000005,55.690065
Многоквартирный дом,37900.0,972.0,39.0,1,,,Нет,монолит,2015.0,panel_series,2020-01-11,2022-02-10,11,25,Есть,2,Железобетонные,Железобетон,центральное,3.1687784,Москва,20.60312243141336,Агентство,37.930384,55.700476
Квартира,32000.0,800.0,40.0,1,20.0,9.0,unknown,панель,,unknown,2020-11-20,2022-02-08,3,25,0,0,0,0,0,3.838890600000001,Москва,23.01587943905199,Людмила,37.590084,55.545997
Многоквартирный дом,59000.0,1017.0,58.0,2,35.0,9.5,Нет,панель,1996.0,panel_series,2022-01-13,2022-02-05,13,17,Есть,15,Железобетонные,Железобетон,центральное,3.88875,Москва,9.602491699848038,Анастасия,37.56625,55.670589
Многоквартирный дом,45000.0,722.0,62.3,2,38.9,8.4,Нет,панель,1979.0,panel_series,2022-02-04,2022-02-08,9,12,Есть,7,Железобетонные,Железобетон,центральное,3.626073,Москва,15.983874266529147,Александр,37.55867,55.892163
Квартира,30000.0,789.0,38.0,1,,10.0,unknown,монолит,,unknown,2022-02-05,2022-02-09,14,45,0,0,0,0,0,3.7617624,Москва,19.61161570723696,Валентина,37.670866149569,55.578867643523
Многоквартирный дом,43000.0,956.0,45.0,2,,,Да,кирпич,1966.0,other_series,2022-02-08,2022-02-09,2,5,Нет,5,Железобетонные,Монолитные,центральное,3.6790495,Москва,12.605793612270638,Агенство Недвижимости,37.806297,55.717045
